垂 chui2 8
牧 mu4 8
物 wu4 8
乖 guai1 8
刮 gua1 8
秆 gan3 8
和 "he2, he4, huo5, hu2, huo2, huo4" 8
季 ji4 8
委 wei3 8
秉 bing3 8
佳 jia1 8
侍 shi4 8
岳 yue4 8
供 "gong1, gong4" 8
使 shi3 8
例 li4 8
侠 xia2 8
侥 "jiao3, yao2" 8
版 ban3 8
侄 zhi2 8
侦 zhen1 8
侣 lü3 8
侧 ce4 8
凭 ping2 8
侨 qiao2 8
佩 pei4 8
货 huo4 8
侈 chi3 8
依 yi1 8
卑 bei1 8
的 "di4, di1, de, di2" 8
迫 "po4, pai3" 8
质 zhi4 8
欣 xin1 8
征 zheng1 8
往 wang3 8
爬 pa2 8
彼 bi3 8
径 jing4 8
所 suo3 8
舍 "she3, she4" 8
金 jin1 8
刹 "sha1, cha4" 8
命 ming4 8
肴 yao2 8
斧 fu3 8
爸 ba4 8
采 "cai3, cai4" 8
觅 mi4 8
受 shou4 8
乳 ru3 8
贪 tan1 8
念 nian4 8
贫 pin2 8
忿 fen4 8
肤 fu1 8
肺 fei4 8
肢 zhi1 8
肿 zhong3 8
胀 zhang4 8
朋 peng2 8
股 gu3 8
肮 ang1 8
肪 fang2 8
肥 fei2 8
服 "fu2, fu4" 8
胁 xie2 8
周 zhou1 8
昏 hun1 8
鱼 yu2 8
兔 tu4 8
狐 hu2 8
忽 hu1 8
狗 gou3 8
狞 ning2 8
备 bei4 8
饰 shi4 8
饱 bao3 8
饲 si4 8
变 bian4 8
京 jing1 8
享 xiang3 8
庞 pang2 8
店 dian4 8
夜 ye4 8
庙 miao4 8
府 fu3 8
底 di3 8
疟 "nüe4, yao4" 8
疙 ge1 8
疚 jiu4 8
剂 ji4 8
卒 "zu2, cu4" 8
郊 jiao1 9
庚 geng1 8
废 fei4 8
净 jing4 8
盲 mang2 8
放 fang4 8
刻 ke4 8
育 yu4 8
氓 mang2 8
闸 zha2 8
闹 nao4 7
郑 zheng4 9
券 "quan4, xuan4" 8
卷 "juan3, juan4" 8
单 "dan1, chan2, shan4" 8
炬 ju4 8
炒 chao3 8
炊 chui1 8
炕 kang4 8
炎 yan2 8
炉 lu2 8
沫 mo4 8
浅 qian3 9
法 fa3 8
泄 xie4 7
沽 gu1 8
河 he2 8
沾 zhan1 8
泪 lei4 8
沮 ju3 8
油 you2 8
泊 "bo2, po1" 8
沿 yan2 8
泡 "pao4, pao1" 8
注 zhu4 8
泣 qi4 8
泞 ning4 8
泻 xie4 9
泌 "mi4, bi4" 8
泳 yong3 8
泥 "ni2, ni4" 8
沸 fei4 8
沼 zhao3 8
波 bo1 8
泼 po1 8
泽 ze2 8
治 zhi4 8
怔 zheng4 8
怯 qie4 8
怖 bu4 8
性 xing4 8
怕 pa4 8
怜 lian2 8
怪 guai4 8
怡 yi2 8
学 xue2 8
宝 bao3 8
宗 zong1 8
定 ding4 8
宠 chong3 8
宜 yi2 8
审 shen3 8
宙 zhou4 8
官 guan1 8
空 "kong1, kong4" 8
帘 lian2 8
宛 wan3 8
实 shi2 8
试 shi4 8
郎 "lang2, lang4" 10
诗 shi1 8
肩 jian1 8
房 fang2 8
诚 cheng2 8
衬 chen4 8
衫 shan1 8
视 shi4 8
祈 qi2 8
话 hua4 8
诞 dan4 10
诡 gui3 8
询 xun2 8
该 gai1 8
详 xiang2 8
建 jian4 9
肃 su4 8
录 lu4 8
隶 li4 8
帚 zhou3 8
屉 ti4 7
居 ju1 8
届 jie4 8
刷 "shua1, shua4" 8
屈 qu1 8
弧 hu2 8
弥 mi2 8
弦 xian2 8
承 cheng2 8
孟 meng4 8
陋 lou4 9
陌 mo4 9
孤 gu1 8
陕 shan3 9
降 "jiang4, xiang2" 9
函 han2 8
