爱 ai4
鞭炮 bian1pao4
变革 bian4ge2
贬值 bian3zhi2
变迁 bian4qian1
变异 bian4yi4
变幻莫测 bian4huan4mo4ce4
便道 bian4dao4
变质 bian4zhi4
便饭 bian4fan4
便利店 bian4li4dian4
便捷 bian4jie2
辨别 bian4bie2
遍布 bian4bu4
辨认 bian4ren4
辩 bian4
辩护 bian4hu4
辫子 bian4zi5
辩解 bian4jie3
标榜 biao1bang3
标 biao1
标本 biao1ben3
标签 biao1qian1
标示 biao1shi4
标语 biao1yu3
飙升 biao1sheng1
标致 biao1zhi5
表白 biao3bai2
表决 biao3jue2
表述 biao3shu4
表率 biao3shuai4
表彰 biao3zhang1
憋 bie1
别具匠心 bie2ju4jiang4xin1
别看 bie2kan4
表态 biao3tai4
别墅 bie2shu4
别说 bie2shuo1
别提了 bie2ti2le5
别扭 bie4niu5
别致 bie2zhi4
彬彬有礼 bin1bin1you3li3
缤纷 bin1fen1
冰棍儿 bing1gun4
滨海 bin1hai3
丙 bing3
秉承 bing3cheng2
冰山 bing1shan1
并购 bing4gou4
并列 bing4lie4
并非 bing4fei1
病床 bing4chuang2
并行 bing4xing2
拨 bo1
病症 bing4zheng4
拨款 bo1kuan3
波及 bo1ji2
拨通 bo1tong1
波澜 bo1lan2
波折 bo1zhe2
剥夺 bo1duo2
波涛 bo1tao1
伯伯 bo2bo5
剥削 bo1xue1
伯母 bo2mu3
驳回 bo2hui2
脖子 bo2zi5
伯父 bo2fu4
搏斗 bo2dou4
不见得 bu4jian4de5
不定 bu4ding4
不慎 bu4shen4
不利于 bu4li4yu2
不算 bu4suan4
不像话 bu4xiang4hua4
不屑 bu4xie4
不适 bu4shi4
不亚于 bu4ya4yu2
不亦乐乎 bu4yi4le4hu1
不懈 bu4xie4
不翼而飞 bu4yi4er2fei1
不正之风 bu4zheng4zhi1feng1
补给 bu3ji3
不用说 bu4yong4shuo1
捕捉 bu3zhuo1
哺育 bu3yu4
不耻下问 bu4chi3xia4wen4
不辞而别 bu4ci2er2bie2
补救 bu3jiu4
不得而知 bu4de2er2zhi1
不妨 bu4fang2
不得已 bu4de2yi3
不服气 bu4fu2qi4
不假思索 bu4jia3si1suo3
不解 bu4jie3
不经意 bu4jing1yi4
不景气 bu4jing3qi4
不堪 bu4kan1
不服 bu4fu2
不可思议 bu4ke3si1yi4
不可避免 bu4ke3bi4mian3
不肯 bu4ken3
不理 bu4li3
不了了之 bu4liao3liao3zhi1
不难 bu4nan2
不平 bu4ping2
不起眼 bu4qi3yan3
不如说 bu4ru2shuo1
不同寻常 bu4tong2xun2chang2
不为人知 bu4wei2ren2zhi1
不惜 bu4xi1
不容 bu4rong2
不相上下 bu4xiang1shang4xia4
不已 bu4yi3
不宜 bu4yi2
不以为然 bu4yi3wei2ran2
不由自主 bu4you2zi4zhu3
不予 bu4yu3
不由得 bu4you2de5
不约而同 bu4yue1er2tong2
不知 bu4zhi1
不知不觉 bu4zhi1bu4jue2
不准 bu4zhun3
布局 bu4ju2
步入 bu4ru4
步骤 bu4zhou4
部件 bu4jian4
步伐 bu4fa2
部署 bu4shu3
猜谜 cai1mi2
猜想 cai1xiang3
财经 cai2jing1
财力 cai2li4
财务 cai2wu4
才华 cai2hua2
财政 cai2zheng4
裁 cai2
财物 cai2wu4
裁定 cai2ding4
采 cai3
裁决 cai2jue2
采矿 cai3kuang4
彩虹 cai3hong2
彩电 cai3dian4
彩霞 cai3xia2
菜市场 cai4shi4chang3
采集 cai3ji2
参见 can1jian4
参谋 can1mou2
参军 can1jun1
餐桌 can1zhuo1
参照 can1zhao4
残留 can2liu2
残缺 can2que1
残 can2
残忍 can2ren3
惭愧 can2kui4
惨痛 can3tong4
惨重 can3zhong4
惨白 can3bai2
苍蝇 cang1ying5
沧桑 cang1sang1
舱 cang1
灿烂 can4lan4
藏品 cang2pin3
藏匿 cang2ni4
藏身 cang2shen1
操心 cao1xin1
操劳 cao1lao2
操控 cao1kong4
槽 cao2
草案 cao3an4
草坪 cao3ping2
侧面 ce4mian4
侧重 ce4zhong4
测算 ce4suan4
测验 ce4yan4
层出不穷 ceng2chu1bu4qiong2
蹭 ceng4
差错 cha1cuo4
差额 cha1e2
插手 cha1shou3
插图 cha1tu2
插嘴 cha1zui3
茶道 cha2dao4
茶馆儿 cha2guan3
查处 cha2chu3
查明 cha2ming2
查找 cha2zhao3
察觉 cha2jue2
察看 cha2kan4
诧异 cha4yi4
掺 can4
搀 chan1
馋 chan2
禅杖 chan2zhang4
缠 chan2
产 chan3
产地 chan3di4
产物 chan3wu4
产值 chan3zhi2
铲 chan3
铲子 chan3zi5
阐述 chan3shu4
颤抖 chan4dou3
猖狂 chang1kuang2
长达 chang2da2
长期以来 chang2qi1yi3lai2
长效 chang2xiao4
长征 chang2zheng1
长足 chang2zu2
常理 chang2li3
常人 chang2ren2
常态 chang2tai4
常温 chang2wen1
偿还 chang2huan2
嫦娥 chan2ge2
厂家 chang3jia1
敞开 chang3kai1
畅谈 chang4tan2
畅销 chang4xiao1
倡议 chang4yi4
抄袭 chao1xi2
钞票 chao1piao4
超标 chao1biao1
超车 chao1che1
超前 chao1qian2
超速 chao1su4
朝代 chao2dai4
朝着 chao2zhe5
嘲弄 chao2nong4
嘲笑 chao2xiao4
吵嘴 chao3zui3
车道 che1dao4
车祸 che1huo4
车间 che1jian1
车速 che1su4
车轮 che1lun2
车位 che1wei4
车厢 che1xiang1
车型 che1xing2
车轴 che1zhou2
扯 che3
彻夜 che4ye4
撤 che4
撤换 che4huan4
沉甸甸 chen2dian4dian4
沉淀 chen2dian4
沉浸 chen2jin4
沉闷 chen2men4
沉迷 chen2mi2
沉思 chen2si1
沉稳 chen2wen3
沉着 chen2zhuo2
陈旧 chen2jiu4
陈列 chen2lie4
陈述 chen2shu4
衬托 chen4tuo1
趁 chen4
趁机 chen4ji1
趁早 chen4zao3
趁着 chen4zhe5
称呼 cheng1hu5
称作 cheng1zuo4
成才 cheng2cai2
成家 cheng2jia1
成年 cheng2nian2
成千上万 cheng2qian1shang4wan4
成群结队 cheng2qun2jie2dui4
成天 cheng2tian1
成问题 cheng2wen4ti2
成型 cheng2xing2
呈现 cheng2xian4
诚恳 cheng2ken3
诚心诚意 cheng2xin1cheng2yi4
诚意 cheng2yi4
诚挚 cheng2zhi4
承包 cheng2bao1
承载 cheng2zai4
城墙 cheng2qiang2
乘人之危 cheng2ren2zhi1wei1
盛 sheng4
惩处 cheng2chu3
惩罚 cheng2fa2
澄清 cheng2qing1
橙汁 cheng2zhi1
逞能 cheng3neng2
逞强 cheng3qiang2
秤 cheng4
吃不上 chi1bu5shang4
吃喝玩乐 chi1he1wan2le4
吃苦 chi1ku3
吃亏 chi1kui1
痴呆 chi1dai1
痴迷 chi1mi2
痴心 chi1xin1
池塘 chi2tang2
驰名 chi2ming2
迟迟 chi2chi2
迟疑 chi2yi2
迟早 chi2zao3
持 chi2
持久 chi2jiu3
持之以恒 chi2zhi1yi3heng2
尺度 chi3du4
耻辱 chi3ru3
耻笑 chi3xiao4
赤字 chi4zi4
翅膀 chi4bang3
冲刺 chong1ci4
冲浪 chong1lang4
冲洗 chong1xi3
冲撞 chong1zhuang4
充 chong1
充当 chong1dang1
充沛 chong1pei4
充实 chong1shi2
重播 chong2bo1
重叠 chong2die2
重返 chong2fan3
重申 chong2shen1
重现 chong2xian4
重合 chong2he2
崇高 chong2gao1
崇尚 chong2shang4
宠 chong3
宠爱 o3n5gai4
抽签 chou1qian1
抽屉 chou1ti5
抽象 chou1xiang4
仇 chou2
仇恨 chou2hen4
仇人 chou2ren2
稠 chou2
稠密 chou2mi4
愁眉苦脸 chou2mei2ku3lian3
筹 chou2
筹办 chou2ban4
筹措 chou2cuo4
筹划 chou2hua4
筹码 chou2ma3
筹备 chou2bei4
筹集 chou2ji2
丑恶 chou3e4
丑陋 chou3lou4
丑闻 chou3wen2
瞅 chou3
出版社 chu1ban3she4
出厂 chu1chang3
出丑 chu1chou3
出道 chu1dao4
出发点 chu1fa1dian3
出风头 chu1feng1tou5
出境 chu1jing4
出局 chu1ju2
出具 chu1ju4
出口成章 chu1kou3cheng2zhang1
出卖 chu1mai4
出毛病 chu1mao2bing5
出难题 chu1nan2ti2
出人意料 chu1ren2yi4liao4
出任 chu1ren4
出山 chu1shan1
出身 chu1shen1
出示 chu1shi4
出手 chu1shou3
出头 chu1tou2
出土 chu1tu3
出息 chu1xi5
出血 chu1xie3
出演 chu1yan3
出洋相 chu1yang2xiang4
出游 chu1you2
出众 chu1zhong4
出主意 chu1zhu3yi4
出资 chu1zi1
出自 chu1zi4
初次 chu1ci4
出走 chu1zou3
初衷 chu1zhong1
除此之外 chu2ci3zhi1wai4
除去 chu2qu4
除外 chu2wai4
处方 chu3fang1
处境 chu3jing4
处置 chu3zhi4
储备 chu3bei4
储蓄 chu3xu4
触动 chu4dong4
触犯 chu4fan4
触觉 chu4jue2
触摸 chu4mo1
触目惊心 chu4mu4jing1xin1
揣 chuai1
揣测 chuai3ce4
揣摩 chuai3mo2
踹 chuai4
川流不息 chuan1liu2bu4xi1
穿过 chuan1guo4
穿小鞋 chuan1xiao3xie2
穿越 chuan1yue4
穿着 chuan1zhuo2
传承 chuan2cheng2
传奇 chuan2qi2
传染 chuan2ran3
传染病 chuan2ran3bing4
传人 chuan2ren2
传授 chuan2shou4
传闻 chuan2wen2
船舶 chuan2bo2
船桨 chuan2jiang3
喘 chuan3
喘息 chuan3xi1
串门 chuan4men2
创伤 chuang1shang1
床位 chuang2wei4
创 chuang4
创始人 chuang4shi3ren2
吹了 chui1le5
吹牛 chui1niu2
吹捧 chui1peng3
垂 chui2
垂头丧气 chui2tou2sang4qi4
捶 chui2
锤子 chui2zi5
纯粹 chun2cui4
纯洁 chun2jie2
纯朴 chun2pu3
醇厚 chun2hou4
蠢 chun3
戳 chuo1
绰号 chuo4hao4
瓷 ci2
瓷器 ci2qi4
辞 ci2
辞呈 ci2cheng2
辞去 ci2qu4
辞退 ci2tui4
慈善 ci2shan4
慈祥 ci2xiang2
磁带 ci2dai4
磁卡 ci2ka3
磁盘 ci2pan2
此起彼伏 ci3qi3bi3fu2
次日 ci4ri4
伺候 ci4hou5
刺耳 ci4er3
刺骨 ci4gu3
刺绣 ci4xiu4
赐 ci4
赐教 ci4jiao4
匆匆 cong1cong1
匆忙 cong1mang2
葱 cong1
从今以后 cong2jin1yi3hou4
从来不 cong2lai2bu4
从容 cong2rong2
从容不迫 cong2rong2bu4po4
从头 cong2tou2
从未 cong2wei4
从业 cong2ye4
从早到晚 cong2zao3dao4wan3
丛林 cong2lin2
凑 cou4
凑合 cou4he5
凑巧 cou4qiao3
粗暴 cu1bao4
粗糙 cu1cao1
粗鲁 cu1lu5
粗略 cu1lüe4
粗心大意 cu1xin1da4yi4
促成 cu4cheng2
簇拥 cu4yong1
窜 cuan4
催 cui1
催促 cui1cu4
催眠 cui1mian2
摧毁 cui1hui3
脆弱 cui4ruo4
翠绿 cui4lü4
存放 cun2fang4
存心 cun2xin1
存折 cun2zhe2
搓 cuo1
磋商 cuo1shang1
挫折 cuo4zhe2
措手不及 cuo4shou3bu4ji2
错觉 cuo4jue2
错位 cuo4wei4
错综复杂 cuo4zong1fu4za2
错别字 cuo4bie2zi4
搭乘 da1cheng2
搭建 da1jian4
达标 da2biao1
答辩 da2bian4
打岔 da3cha4
打倒 da3dao3
打盹儿 da3dun3
打交道 da3jiao1dao5
打搅 da3jiao3
打捞 da3lao1
打量 da3liang5
打猎 da3lie4
打磨 da3mo5
打通 da3tong1
打仗 da3zhang4
打招呼 da3zhao1hu5
大包大揽 da4bao1da4lan3
大笔 da4bi3
大臣 da4chen2
大吃一惊 da4chi1yi1jing1
大大咧咧 da4da5lie1lie1
大地 da4di4
大队 da4dui4
大幅度 da4fu2du4
大公无私 da4gong1wu2si1
大家庭 da4jia1ting2
大街小巷 da4jie1xiao3xiang4
大惊小怪 da4jing1xiao3guai4
大局 da4ju2
大款 da4kuan3
大面积 da4mian4ji1
大名鼎鼎 da4ming2ding3ding3
大模大样 da4mu2da4yang4
大棚 da4peng2
大片 da4pian4
大气 da4qi4
大厦 da4sha4
大数据 da4shu4ju4
大肆 da4si4
大体 da4ti3
大体上 da4ti3shang4
大同小异 da4tong2xiao3yi4
大腕儿 da4wan4
大选 da4xuan3
大雁 da4yan4
大意 da4yi5
大有可为 da4you3ke3wei2
大宗 da4zong1
歹徒 dai3tu2
逮 dai3
代号 dai4hao4
代理人 dai4li3ren2
代言人 dai4yan2ren2
带队 dai4dui4
带路 dai4lu4
带头 dai4tou2
带头人 dai4tou2ren2
待 dai4
怠工 dai4gong1
怠慢 dai4man4
逮捕 dai4bu3
担 dan1
担当 dan1dang1
担负 dan1fu4
单边 dan1bian1
单薄 dan1bo2
单方面 dan1fang1mian4
单身 dan1shen1
耽搁 dan1ge5
耽误 dan1wu5
胆怯 dan3qie4
胆子 dan3zi5
但愿 dan4yuan4
担子 dan4zi5
诞辰 dan4chen2
淡化 dan4hua4
淡季 dan4ji4
蛋白质 dan4bai2zhi4
当即 dang1ji2
当今 dang1jin1
当面 dang1mian4
当日 dang1ri4
当事人 dang1shi4ren2
当务之急 dang1wu4zhi1ji2
当下 dang1xia4
当心 dang1xin1
当着 dang1zhe5
当之无愧 dang1zhi1wu2kui4
当众 dang1zhong4
当晚 dang4wan3
当真 dang4zhen1
荡漾 dang4yang4
档次 dang4ci4
导弹 dao3dan4
导航 dao3hang2
导火索 dao3huo3suo3
导师 dao3shi1
导向 dao3xiang4
岛屿 dao3yu3
捣乱 dao3luan4
倒卖 dao3mai4
倒霉 dao3mei2
倒塌 dao3ta1
倒下 dao3xia4
到头来 dao4tou2lai2
到位 dao4wei4
倒计时 dao4ji4shi2
倒数 dao4shu3
盗 dao4
盗窃 dao4qie4
悼念 dao4nian4
道具 dao4ju4
稻草 dao4cao3
得不偿失 de2bu4chang2shi1
得当 de2dang4
得力 de2li4
得失 de2shi1
得手 de2shou3
得体 de2ti3
得天独厚 de2tian1du2hou4
得益于 de2yi4yu2
得意扬扬 de2yi4yang2yang2
得知 de2zhi1
得罪 de2zui5
德 de2
灯笼 deng1long5
灯泡 deng1pao4
登机 deng1ji1
登陆 deng1lu4
蹬 deng1
凳子 deng4zi5
瞪 deng4
低调 di1diao4
低估 di1gu1
低谷 di1gu3
低价 di1jia4
低迷 di1mi2
低碳 di1tan4
低下 di1xia4
堤 di1
堤坝 di1ba4
提防 di1fang5
笛子 di2zi5
抵触 di3chu4
抵挡 di3dang3
抵消 di3xiao1
抵押 di3ya1
抵御 di3yu4
抵制 di3zhi4
底层 di3ceng2
底线 di3xian4
底蕴 di3yun4
底子 di3zi5
地步 di4bu4
地道 di4dao5
地段 di4duan4
地毯 di4tan3
地理 di4li3
地下水 di4xia4shui3
地狱 di4yu4
地域 di4yu4
地质 di4zhi4
弟子 di4zi3
帝国 di4guo2
帝国主义 di4guo2zhu3yi4
递交 di4jiao1
第一手 di4yi1shou3
第一线 di4yi1xian4
颠倒 dian1dao3
颠覆 dian1fu4
巅峰 dian1feng1
点火 dian3huo3
点击率 dian3ji1lü4
典范 dian3fan4
点评 dian3ping2
点心 dian3xin5
点缀 dian3zhui4
点子 dian3zi5
电报 dian4bao4
电线 dian4xian4
电网 dian4wang3
电铃 dian4ling2
电信 dian4xin4
电讯 dian4xun4
垫 dian4
垫底 dian4di3
垫子 dian4zi5
淀粉 dian4fen3
惦记 dian4ji5
奠定 dian4ding4
殿堂 dian4tang2
刁难 diao1nan4
叼 diao1
雕 diao1
雕刻 diao1ke4
雕塑 diao1su4
吊销 diao4xiao1
钓鱼 diao4yu2
调度 diao4du4
掉队 diao4dui4
掉头 diao4tou2
爹 die1
迭起 die2qi3
叠 die2
丁 ding1
叮嘱 ding1zhu3
钉子 ding1zi5
盯 ding1
顶多 ding3duo1
顶级 ding3ji2
顶尖 ding3jian1
订单 ding4dan1
订购 ding4gou4
订婚 ding4hun1
订立 ding4li4
钉 ding1
定金 ding4jin1
定居 ding4ju1
定论 ding4lun4
定为 ding4wei4
定向 ding4xiang4
定心丸 ding4xin1wan2
定做 ding4zuo4
丢掉 diu1diao4
定义 ding4yi4
丢脸 diu1lian3
丢弃 diu1qi4
丢人 diu1ren2
丢失 diu1shi1
东奔西走 dong1ben1xi1zou3
东道主 dong1dao4zhu3
东张西望 dong1zhang1xi1wang4
董事 dong3shi4
董事会 dong3shi4hui4
董事长 dong3shi4zhang3
懂事 dong3shi4
动不动 dong4bu5dong4
动荡 dong4dang4
动感 dong4gan3
动工 dong4gong1
动静 dong4jing5
动脉 dong4mai4
动身 dong4shen1
动弹 dong4tan5
动听 dong4ting1
动向 dong4xiang4
动用 dong4yong4
冻结 dong4jie2
栋 dong4
栋梁 dong4liang2
兜 dou1
兜儿 dou1
兜售 dou1shou4
陡 dou3
抖 dou3
斗 dou4
斗志 dou4zhi4
豆浆 dou4jiang1
豆子 dou4zi5
逗 dou4
都会 du1hui4
督促 du1cu4
独 du2
独唱 du2chang4
独家 du2jia1
独立自主 du2li4zi4zhu3
独身 du2shen1
独一无二 du2yi1wu2er4
堵塞 du3se4
杜绝 du4jue2
妒忌 du4ji4
度 du4
度假 du4jia4
渡过 du4guo4
端正 duan1zheng4
短缺 duan3que1
短暂 duan3zan4
段落 duan4luo4
断断续续 duan4duan4xu4xu4
断定 duan4ding4
断裂 duan4lie4
堆砌 dui1qi4
队形 dui4xing2
对白 dui4bai2
对策 dui4ce4
对称 dui4chen4
对得起 dui4de5qi3
对联 dui4lian2
对弈 dui4yi4
对照 dui4zhao4
对峙 dui4zhi4
对准 dui4zhun3
兑换 dui4huan4
兑现 dui4xian4
敦厚 dun1hou4
敦促 dun1cu4
顿时 dun4shi2
多边 duo1bian1
炖 dun4
多功能 duo1gong1neng2
多劳多得 duo1lao2duo1de2
多年来 duo1nian2lai2
多心 duo1xin1
多亏 duo1kui1
多元 duo1yuan2
哆嗦 duo1suo5
多余 duo1yu2
夺魁 duo2kui2
夺冠 duo2guan4
躲藏 duo3cang2
舵手 duo4shou3
躲避 duo3bi4
堕落 duo4luo4
俄语 e2yu3
讹诈 e2zha4
鹅 e2
额外 e2wai4
恶 e4
厄运 e4yun4
恶劣 e4lie4
恶化 e4hua4
恶性 e4xing4
恶意 e4yi4
遏制 e4zhi4
鳄鱼 e4yu2
恩赐 en1ci4
恩惠 en1hui4
恩情 en1qing2
而已 er2yi3
耳光 er3guang1
恩怨 en1yuan4
耳目一新 er3mu4yi1xin1
耳熟能详 er3shu2neng2xiang2
耳闻目睹 er3wen2mu4du3
二手车 er4shou3che1
二氧化碳 er4yang3hua4tan4
发布会 fa1bu4hui4
发财 fa1cai2
发愁 fa1chou2
发电机 fa1dian4ji1
发抖 fa1dou3
发光 fa1guang1
发愤图强 fa1fen4tu2qiang2
发酵 fa1jiao4
发掘 fa1jue2
发火 fa1huo3
发脾气 fa1pi2qi5
发起人 fa1qi3ren2
发热 fa1re4
发誓 fa1shi4
发愣 fa1leng4
发扬 fa1yang2
发扬光大 fa1yang2guang1da4
发育 fa1yu4
发源地 fa1yuan2di4
发泄 fa1xie4
发作 fa1zuo4
阀门 fa2men2
发型 fa4xing2
帆 fan1
帆船 fan1chuan2
翻番 fan1fan1
翻来覆去 fan1lai2fu4qu4
翻天覆地 fan1tian1fu4di4
凡 fan2
烦闷 fan2men4
烦恼 fan2nao3
烦躁 fan2zao4
繁华 fan2hua2
繁忙 fan2mang2
繁体字 fan2ti3zi4
繁重 fan2zhong4
反驳 fan3bo2
反差 fan3cha1
反常 fan3chang2
反倒 fan3dao4
反感 fan3gan3
反过来 fan3guo5lai5
反击 fan3ji1
反馈 fan3kui4
反面 fan3mian4
反思 fan3si1
反弹 fan3tan2
反省 fan3xing3
返还 fan3huan2
犯愁 fan4chou2
饭碗 fan4wan3
泛滥 fan4lan4
范畴 fan4chou2
贩卖 fan4mai4
方方面面 fang1fang1mian4mian4
方向盘 fang1xiang4pan2
方言 fang1yan2
防盗 fang2dao4
防盗门 fang2dao4men2
防护 fang2hu4
防火墙 fang2huo3qiang2
防卫 fang2wei4
防汛 fang2xun4
防疫 fang2yi4
防御 fang2yu4
妨碍 fan2gai4
房地产 fang2di4chan3
妨害 fang2hai4
仿 fang3
仿制 fang3zhi4
访谈 fang3tan2
纺织 fang3zhi1
放过 fang4guo4
放水 fang4shui3
放肆 fang4si4
放映 fang4ying4
放置 fang4zhi4
放纵 fang4zong4
飞速 fei1su4
飞往 fei1wang3
飞翔 fei1xiang2
飞跃 fei1yue4
非 fei1
非得 fei1dei3
非法 fei1fa3
肥料 fei2liao4
非凡 fei1fan2
肥胖 fei2pang4
绯闻 fei1wen2
肥沃 fei2wo4
肥皂 fei2zao4
诽谤 fei3bang4
废 fei4
废除 fei4chu2
废话 fei4hua4
废品 fei4pin3
废寝忘食 fei4qin3wang4shi2
废物 fei4wu5
废墟 fei4xu1
沸沸扬扬 fei4fei4yang2yang2
沸腾 fei4teng2
分辨 fen1bian4
费劲 fei4jin4
分寸 fen1cun5
分担 fen1dan1
分割 fen1ge1
分红 fen1hong2
分化 fen1hua4
分泌 fen1mi4
分明 fen1ming2
分歧 fen1qi2
分赃 fen1zang1
分支 fen1zhi1
芬芳 fen1fang1
氛围 fen1wei2
吩咐 fen1fu5
坟 fen2
坟墓 fen2mu4
焚烧 fen2shao1
粉 fen3
粉丝 fen3si1
粉碎 fen3sui4
分量 fen4liang5
分外 fen4wai4
份额 e4ne2
奋力 fen4li4
奋勇 fen4yong3
粪 fen4
粪便 fen4bian4
丰富多彩 feng1fu4duo1cai3
丰厚 feng1hou4
丰满 feng1man3
丰硕 feng1shuo4
丰盛 feng1sheng4
风波 feng1bo1
风采 feng1cai3
风餐露宿 feng1can1lu4su4
风和日丽 feng1he2ri4li4
风风雨雨 feng1feng1yu3yu3
风浪 feng1lang4
风力 feng1li4
风范 feng1fan4
风流 feng1liu2
风貌 feng1mao4
风气 feng1qi4
风情 feng1qing2
风尚 feng1shang4
风趣 feng1qu4
风沙 feng1sha1
风水 feng1shui5
风味 feng1wei4
风雨 feng1yu3
风云 feng1yun2
风筝 feng1zheng5
封顶 feng1ding3
封面 feng1mian4
封建 feng1jian4
封锁 feng1suo3
峰回路转 feng1hui2lu4zhuan3
疯子 feng1zi5
蜂蜜 feng1mi4
逢 feng2
缝 feng4
缝合 feng2he2
讽刺 feng3ci4
凤凰 feng4huang2
孵化 fu1hua4
否决 fou3jue2
扶持 fu2chi2
敷 fu1
服饰 fu2shi4
服务器 fu2wu4qi4
服用 fu2yong4
俘获 fu2huo4
俘虏 fu2lu3
浮力 fu2li4
浮现 fu2xian4
浮躁 fu2zao4
辐射 fu2she4
福气 fu2qi5
抚摸 fu3mo1
抚恤 fu3xu4
抚养 fu3yang3
抚养费 fu3yang3fei4
斧子 fu3zi5
俯首 fu3shou3
辅导 fu3dao3
腐败 fu3bai4
腐化 fu3hua4
腐烂 fu3lan4
腐蚀 fu3shi2
腐朽 fu3xiu3
付费 fu4fei4
负面 fu4mian4
付款 fu4kuan3
负有 fu4you3
附 fu4
附带 fu4dai4
附和 fu4he4
附加 fu4jia1
附属 fu4shu3
复查 fu4cha2
赴 fu4
复发 fu4fa1
复合 fu4he2
复活 fu4huo2
复兴 fu4xing1
复原 fu4yuan2
副作用 fu4zuo4yong4
富含 fu4han2
赋予 fu4yu3
富豪 fu4hao2
富强 fu4qiang2
富翁 fu4weng1
富裕 fu4yu4
腹部 fu4bu4
腹泻 fu4xie4
富足 fu4zu2
覆盖 fu4gai4
该 gai1
改版 gai3ban3
改编 gai3bian1
改革开放 gai3ge2kai1fang4
改动 gai3dong4
改良 gai3liang2
改名 gai3ming2
改日 gai3ri4
改为 gai3wei2
改邪归正 gai3xie2gui1zheng4
钙 gai4
盖子 gai4zi5
概况 gai4kuang4
概率 gai4lü4
概论 gai4lun4
干戈 gan1ge1
干旱 gan1han4
干燥 gan1zao4
甘心 gan1xin1
尴尬 gan1ga4
肝脏 gan1zang4
赶赴 gan3fu4
赶往 gan3wang3
敢情 gan3qing5
感 gan3
感触 gan3chu4
感恩 gan3en1
感激 gan3ji1
感慨 gan3kai3
感染 gan3ran3
感染力 gan3ran3li4
感叹 gan3tan4
感性 gan3xing4
干部 gan4bu4
干事 gan4shi5
纲领 gang1ling3
刚毅 gang1yi4
纲要 gang1yao4
钢 gang1
缸 gang1
杠铃 gang4ling2
港 gang3
高昂 gao1ang2
高傲 gao1ao4
高超 gao1chao1
高低 gao1di1
高调 gao1diao4
高额 gao1e2
高尔夫球 gao1er3fu1qiu2
高贵 gao1gui4
高峰期 gao1feng1qi1
高空 gao1kong1
高龄 gao1ling2
高明 gao1ming2
高山 gao1shan1
高效 gao1xiao4
高新技术 gao1xin1ji4shu4
高血压 gao1xue4ya1
高压 gao1ya1
高雅 gao1ya3
高涨 gao1zhang4
搞鬼 gao3gui3
搞笑 gao3xiao4
告 gao4
告辞 gao4ci2
告诫 gao4jie4
告示 gao4shi5
告知 gao4zhi1
告状 gao4zhuang4
戈壁 ge1bi4
胳膊 ge1bo5
鸽子 ge1zi5
搁 ge1
搁置 ge1zhi4
搁浅 ge1qian3
割 ge1
歌剧 ge1ju4
歌颂 ge1song4
歌舞 ge1wu3
歌咏 ge1yong3
革命 ge2ming4
格 ge2
格格不入 ge2ge2bu4ru4
格局 ge2ju2
格式 ge2shi5
隔阂 ge2he2
隔离 ge2li2
个头儿 ge4tou2
个案 ge4an4
各奔前程 ge4ben4qian2cheng2
各式各样 ge4shi4ge4yang4
根深蒂固 gen1shen1di4gu4
根源 gen1yuan2
根基 gen1ji1
根治 gen1zhi4
跟上 gen1shang4
跟踪 gen1zong1
跟不上 gen1bu5shang4
更衣室 geng1yi1shi4
更改 geng1gai3
耕地 geng1di4
耿直 geng3zhi2
工地 gong1di4
工会 gong1hui4
工商界 gong1shang1jie4
工科 gong1ke1
工序 gong1xu4
工整 gong1zheng3
工作量 gong1zuo4liang4
公车 gong1che1
公安局 o1n5gan1ju2
公道 gong1dao5
公费 gong1fei4
公共场所 gong1gong4chang3suo3
公关 gong1guan1
弓 gong1
公函 gong1han2
公积金 gong1ji1jin1
公开信 gong1kai1xin4
公墓 gong1mu4
公款 gong1kuan3
公仆 gong1pu2
公顷 gong1qing3
公然 gong1ran2
公示 gong1shi4
公事 gong1shi4
公益 gong1yi4
公务 gong1wu4
公益性 gong1yi4xing4
公立 gong1li4
公寓 gong1yu4
公约 gong1yue1
公用 gong1yong4
公证 gong1zheng4
功 gong1
功臣 gong1chen2
功底 gong1di3
公职 gong1zhi2
功力 gong1li4
功劳 gong1lao2
功效 gong1xiao4
攻读 gong1du2
攻 gong1
攻关 gong1guan1
功率 gong1lü4
供不应求 gong1bu4ying4qiu2
供 gong1
供暖 gong1nuan3
宫殿 gong1dian4
供求 gong1qiu2
宫廷 gong1ting2
恭维 gong1wei5
恭喜 gong1xi3
拱 gong3
共鸣 gong4ming2
共识 gong4shi2
共性 gong4xing4
供奉 gong4feng4
共同体 gong4tong2ti3
勾画 gou1hua4
勾 gou1
勾结 gou1jie2
钩 gou1
钩子 gou1zi5
构思 gou4si1
构想 gou4xiang3
购 gou4
够呛 gou4qiang4
估算 gu1suan4
沽名钓誉 gu1ming2diao4yu4
孤单 gu1dan1
孤立 gu1li4
孤零零 gu1ling2ling2
孤陋寡闻 gu1lou4gua3wen2
辜负 gu1fu4
古董 gu3dong3
古怪 gu3guai4
古迹 gu3ji4
古今中外 gu3jin1zhong1wai4
古朴 gu3pu3
古人 gu3ren2
股份 gu3fen4
股民 gu3min2
股市 gu3shi4
骨干 gu3gan4
骨折 gu3zhe2
骨气 gu3qi4
鼓舞 gu3wu3
鼓动 gu3dong4
固然 gu4ran2
